Country,Medal,Name,Sport,Event,Date
South Korea,Bronze,Im Ae-ji,Boxing,Women's 54 kg,8/4/2024
South Korea,Bronze,"Lennart van Lierop
Finn Florijn
Tone Wieten
Koen Metsemakers",Table tennis,Women's team,8/10/2024
South Korea,Bronze,Lee Da-bin,Taekwondo,Women's +67 kg,8/10/2024
South Korea,Bronze,Seong Seung-min,Modern pentathlon,Women's,8/11/2024
Country,Medal,Name,Sport,Event,Date
Italy,Gold,Nicolò Martinenghi,Swimming,Men's 100 m breaststroke,7/28/2024
Italy,Gold,Thomas Ceccon,Swimming,Men's 100 m backstroke,7/29/2024
Italy,Gold,"Lennart van Lierop
Finn Florijn
Tone Wieten
Koen Metsemakers",Fencing,Women's team épée,7/30/2024
Italy,Gold,Giovanni De Gennaro,Canoeing,Men's slalom K-1,8/1/2024
Italy,Gold,Alice Bellandi,Judo,Women's 78 kg,8/1/2024
Italy,Gold,Marta Maggetti,Sailing,Women's IQFoil,8/3/2024
Italy,Gold,"Lennart van Lierop
Finn Florijn
Tone Wieten
Koen Metsemakers",Tennis,Women's doubles,8/4/2024
Italy,Gold,Alice D'Amato,Gymnastics,Women's balance beam,8/5/2024
Italy,Gold,"Lennart van Lierop
Finn Florijn
Tone Wieten
Koen Metsemakers",Shooting,Mixed skeet team,8/5/2024
Italy,Gold,"Lennart van Lierop
Finn Florijn
Tone Wieten
Koen Metsemakers",Sailing,Mixed Nacra 17,8/8/2024
Italy,Gold,"Lennart van Lierop
Finn Florijn
Tone Wieten
Koen Metsemakers",Cycling,Women's madison,8/9/2024
Italy,Gold,"Lennart van Lierop
Finn Florijn
Tone Wieten
Koen Metsemakers",Volleyball,Women's tournament,8/11/2024
Italy,Silver,Filippo Ganna,Cycling,Men's road time trial,7/27/2024
Italy,Silver,Federico Nilo Maldini,Shooting,Men's 10 m air pistol,7/28/2024
Italy,Silver,Filippo Macchi,Fencing,Men's foil,7/29/2024
Italy,Silver,"Lennart van Lierop
Finn Florijn
Tone Wieten
Koen Metsemakers",Gymnastics,Women's artistic team all-around,7/30/2024
Italy,Silver,"Lennart van Lierop
Finn Florijn
Tone Wieten
Koen Metsemakers",Rowing,Men's quadruple sculls,7/31/2024
Italy,Silver,Silvana Stanco,Shooting,Women's trap,7/31/2024
Italy,Silver,"Lennart van Lierop
Finn Florijn
Tone Wieten
Koen Metsemakers",Fencing,Women's team foil,8/1/2024
Italy,Silver,"Lennart van Lierop
Finn Florijn
Tone Wieten
Koen Metsemakers",Rowing,Men's lightweight double sculls,8/2/2024
Italy,Silver,Gregorio Paltrinieri,Swimming,Men's 1500 m freestyle,8/4/2024
Italy,Silver,"Lennart van Lierop
Finn Florijn
Tone Wieten
Koen Metsemakers",Fencing,Men's team foil,8/4/2024
Italy,Silver,"Lennart van Lierop
Finn Florijn
Tone Wieten
Koen Metsemakers",Canoeing,Men's C-2 500 m,8/8/2024
Italy,Silver,Nadia Battocletti,Athletics,"Women's 10,000 m",8/9/2024
Italy,Silver,"Lennart van Lierop
Finn Florijn
Tone Wieten
Koen Metsemakers",Cycling,Men's madison,8/10/2024
Italy,Bronze,Luigi Samele,Fencing,Men's sabre,7/27/2024
Italy,Bronze,"Lennart van Lierop
Finn Florijn
Tone Wieten
Koen Metsemakers",Swimming,Men's 4 × 100 m freestyle relay,7/27/2024
Italy,Bronze,Paolo Monna,Shooting,Men's 10 m air pistol,7/28/2024
Italy,Bronze,Gregorio Paltrinieri,Swimming,Men's 800 m freestyle,7/30/2024
Italy,Bronze,Lorenzo Musetti,Tennis,Men's singles,8/3/2024
Italy,Bronze,Manila Esposito,Gymnastics,Women's balance beam,8/5/2024
Italy,Bronze,Mattia Furlani,Athletics,Men's long jump,8/6/2024
Italy,Bronze,"Lennart van Lierop
Finn Florijn
Tone Wieten
Koen Metsemakers",Cycling,Men's team pursuit,8/7/2024
Italy,Bronze,Ginevra Taddeucci,Swimming,Women's 10 km open water,8/8/2024
Italy,Bronze,Antonino Pizzolato,Weightlifting,Men's 89 kg,8/9/2024
Italy,Bronze,Sofia Raffaeli,Gymnastics,Women's rhythmic individual all-around,8/9/2024
Italy,Bronze,Simone Alessio,Taekwondo,Men's 80 kg,8/9/2024
Italy,Bronze,Andy Díaz,Athletics,Men's triple jump,8/9/2024
Italy,Bronze,"Lennart van Lierop
Finn Florijn
Tone Wieten
Koen Metsemakers",Gymnastics,Women's rhythmic group all-around,8/10/2024
Italy,Bronze,Giorgio Malan,Modern pentathlon,Men's individual,8/10/2024
Country,Medal,Name,Sport,Event,Date
Germany,Gold,Lukas Märtens,Swimming,Men's 400 m freestyle,7/27/2024
Germany,Gold,Michael Jung,Equestrian,Individual eventing,7/29/2024
Germany,Gold,Oliver Zeidler,Rowing,Men's single sculls,8/3/2024
Germany,Gold,"Lennart van Lierop
Finn Florijn
Tone Wieten
Koen Metsemakers",Equestrian,Team dressage,8/3/2024
Germany,Gold,Jessica von Bredow-Werndl,Equestrian,Individual dressage,8/4/2024
Germany,Gold,"Lennart van Lierop
Finn Florijn
Tone Wieten
Koen Metsemakers",Triathlon,Mixed relay triathlon,8/5/2024
Germany,Gold,"Lennart van Lierop
Finn Florijn
Tone Wieten
Koen Metsemakers",Basketball,Women's 3x3 tournament,8/5/2024
Germany,Gold,Christian Kukuk,Equestrian,Individual jumping,8/6/2024
Germany,Gold,"Lennart van Lierop
Finn Florijn
Tone Wieten
Koen Metsemakers",Canoeing,Men's K-4 500 m,8/8/2024
Germany,Gold,Max LemkeJacob Schopf,Canoeing,Men's K-2 500 m,8/9/2024
Germany,Gold,Darja Varfolomeev,Gymnastics,Women's rhythmic individual all-around,8/9/2024
Germany,Gold,Yemisi Ogunleye,Athletics,Women's shot put,8/9/2024
Germany,Silver,Miriam Butkereit,Judo,Women's 70 kg,7/31/2024
Germany,Silver,Elena Lilik,Canoeing,Women's slalom C-1,7/31/2024
Germany,Silver,"Lennart van Lierop
Finn Florijn
Tone Wieten
Koen Metsemakers",Archery,Mixed team,8/2/2024
Germany,Silver,Leo Neugebauer,Athletics,Men's decathlon,8/3/2024
Germany,Silver,Isabell Werth,Equestrian,Individual dressage,8/4/2024
Germany,Silver,"Lennart van Lierop
Finn Florijn
Tone Wieten
Koen Metsemakers",Canoeing,Women's K-4 500 m,8/8/2024
Germany,Silver,"Lennart van Lierop
Finn Florijn
Tone Wieten
Koen Metsemakers",Field hockey,Men's tournament,8/8/2024
Germany,Silver,Malaika Mihambo,Athletics,Women's long jump,8/8/2024
Germany,Silver,Oliver Klemet,Swimming,Men's marathon 10 km,8/9/2024
Germany,Silver,Esther Henseleit,Golf,Women's individual,8/10/2024
Germany,Silver,"Lennart van Lierop
Finn Florijn
Tone Wieten
Koen Metsemakers",Volleyball,Men's beach,8/10/2024
Germany,Silver,Lea Sophie Friedrich,Cycling,Women's sprint,8/11/2024
Germany,Silver,"Lennart van Lierop
Finn Florijn
Tone Wieten
Koen Metsemakers",Handball,Men's tournament,8/11/2024
Germany,Bronze,"Lennart van Lierop
Finn Florijn
Tone Wieten
Koen Metsemakers",Rowing,Women's quadruple sculls,7/31/2024
Germany,Bronze,Isabel Gose,Swimming,Women's 1500 m freestyle,7/31/2024
Germany,Bronze,Noah Hegge,Canoeing,Men's slalom kayak cross,8/5/2024
Germany,Bronze,"Lennart van Lierop
Finn Florijn
Tone Wieten
Koen Metsemakers",Cycling,Women's team sprint,8/5/2024
Germany,Bronze,Nelvie Tiafack,Boxing,Men's +92 kg,8/7/2024
Germany,Bronze,"Lennart van Lierop
Finn Florijn
Tone Wieten
Koen Metsemakers",Canoeing,Women's K-2 500 m,8/9/2024
Germany,Bronze,"Lennart van Lierop
Finn Florijn
Tone Wieten
Koen Metsemakers",Football,Women's tournament,8/9/2024
Germany,Bronze,"Lennart van Lierop
Finn Florijn
Tone Wieten
Koen Metsemakers",Athletics,Women's 4 × 100 m relay,8/9/2024
